Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SLTB,Scorpio Bulkers Inc.,25.1455,,2014.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sltb
SBBC,Scorpio Tankers Inc.,25.29,,2017.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbbc
SBNA,Scorpio Tankers Inc.,24.489,,2014.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbna
STNG,Scorpio Tankers Inc.,2.11,$699.74M,2010.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),78.15,$4.33B,1992.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/smg
KMM,Scudder Multi-Market Income Trust,9.0,$201.54M,,,,https://www.nasdaq.com/symbol/kmm
KTF,Scudder Municiple Income Trust,10.455,$412.98M,1988.0,,,https://www.nasdaq.com/symbol/ktf
KST,Scudder Strategic Income Trust,12.5679,$54.77M,1994.0,,,https://www.nasdaq.com/symbol/kst
KSM,Scudder Strategic Municiple Income Trust,10.63,$119.1M,1989.0,,,https://www.nasdaq.com/symbol/ksm
SE,Sea Limited,14.24,$4.77B,2017.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/se
SA,"Seabridge Gold, Inc.",12.9,$766.55M,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",49.38,$899.88M,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,21.84,$446.44M,2017.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/smhi
SDRL,Seadrill Limited,24.36,$2.44B,2018.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,3.75,$344.33M,2012.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,41.58,$6.6B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,8.07,$1.11B,2005.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ssw
SSWA,Seaspan Corporation,25.0,,2017.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswa
SSWN,Seaspan Corporation,25.41,,2014.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswn
SEAS,"SeaWorld Entertainment, Inc.",29.85,$2.62B,2013.0,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,8.71,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,8.74,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbr
WTTR,"Select Energy Services, Inc.",12.23,$1.3B,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,18.1,$2.45B,2009.0,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sem
SGZA,"Selective Insurance Group, Inc.",25.08,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sgza
SEMG,Semgroup Corporation,21.0,$1.66B,,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,5.43,$5.49B,2004.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,113.58,$31.06B,,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre
SEND,"SendGrid, Inc.",35.43,$1.64B,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/send
ST,Sensata Technologies Holding plc,50.74,$8.61B,2010.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,76.54,$3.24B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,1.43,$135.13M,2011.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,48.7,$2.72B,2015.0,Finance,Real Estate,https://www.nasdaq.com/symbol/srg
SCI,Service Corporation International,43.71,$7.88B,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",61.18,$8.29B,2014.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",193.12,$34.36B,2012.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/now
SHAK,"Shake Shack, Inc.",58.59,$2.17B,2015.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,19.34,$9.35B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",21.67,$4.85B,2014.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),466.6,$43.57B,,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,38.94,$18.47B,,Finance,Major Banks,https://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,13.85,$1.49B,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,162.18,$15.26B,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",53.13,$1.86B,2012.0,Technology,EDP Services,https://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,2.51,$1.42B,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,64.55,$3.35B,,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/sig
SBOW,"SilverBow Resorces, Inc.",29.02,$338.58M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbow
SPG,"Simon Property Group, Inc.",176.67,$54.63B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg
SSD,"Simpson Manufacturing Company, Inc.",73.48,$3.4B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",57.87,$6.26B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/shi
SITE,"SiteOne Landscape Supply, Inc.",80.41,$3.26B,2016.0,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,69.04,$5.8B,,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/six
SJW,SJW Group,59.18,$1.22B,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",27.07,$17.22B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",27.1,$4.32B,1999.0,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,30.2,$1.71B,,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sky
SLG,SL Green Realty Corp,97.67,$8.45B,1997.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg
SM,SM Energy Company,31.94,$3.58B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm
SFS,Smart,6.45,$489.68M,2014.0,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfs
SNN,"Smith & Nephew SNATS, Inc.",36.86,$16.12B,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,58.12,$9.92B,,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/aos
SNAP,Snap Inc.,8.95,$11.43B,2017.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,185.86,$10.48B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna
IPOA,Social Capital Hedosophia Holdings Corp.,9.9,$199.07M,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/ipoa
SQM,Sociedad Quimica y Minera S.A.,47.58,$12.52B,1993.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sqm
SOGO,Sogou Inc.,7.79,$3.09B,2017.0,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",18.47,$868.82M,2017.0,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/soi
SAH,"Sonic Automotive, Inc.",20.35,$869.18M,1997.0,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,56.51,$5.63B,,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,56.85,$72.1B,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne
BID,Sothebys,48.11,$2.48B,1988.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid
SOR,"Source Capital, Inc.",40.35,$347.6M,,,,https://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",35.88,$3.07B,,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji
SXE,"Southcross Energy Partners, L.P.",0.6354,$50.73M,2012.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sxe
SO,Southern Company (The),43.83,$44.45B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),25.94,,2015.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),24.02,,2016.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojb
SCCO,Southern Copper Corporation,43.43,$33.57B,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,62.06,$35.56B,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/luv
SWX,"Southwest Gas Holdings, Inc.",78.53,$3.86B,,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,5.73,$3.36B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/swn
SPA,Sparton Corporation,14.48,$142.41M,,Technology,Electrical Products,https://www.nasdaq.com/symbol/spa
SPE,Special Opportunities Fund Inc.,15.02,$127.8M,,,,https://www.nasdaq.com/symbol/spe
SEP,"Spectra Energy Partners, LP",37.4,$18.14B,2007.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sep
TRK,"Speedway Motorsports, Inc.",17.71,$724.32M,1995.0,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/trk
SR,Spire Inc.,73.6,$3.73B,,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sr
SPR,"Spirit Aerosystems Holdings, Inc.",92.86,$9.89B,2006.0,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/spr
SAVE,"Spirit Airlines, Inc.",46.45,$3.17B,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save
SRC,"Spirit Realty Capital, Inc.",8.05,$3.45B,2013.0,Consumer Services,Building operators,https://www.nasdaq.com/symbol/src
SRLP,Sprague Resources LP,27.55,$626.14M,2013.0,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/srlp
S,Sprint Corporation,6.38,$25.96B,2013.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,34.21,$1.47B,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",53.21,$2.26B,2015.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",86.04,$35.31B,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),17.0,$1.04B,,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/joe
STAG,"Stag Industrial, Inc.",27.42,$2.86B,2011.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stag
SSI,"Stage Stores, Inc.",1.96,$55.36M,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ssi
SMP,"Standard Motor Products, Inc.",50.44,$1.13B,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/smp
SXI,Standex International Corporation,107.55,$1.38B,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sxi
SWJ,"Stanley Black & Decker, Inc.",25.09,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swj
SWK,"Stanley Black & Decker, Inc.",151.49,$23.18B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swk
SWP,"Stanley Black & Decker, Inc.",112.57,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swp
STN,Stantec Inc,25.45,$2.9B,,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/stn
SGU,"Star Group, L.P.",9.76,$521.11M,,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sgu
SRT,"StarTek, Inc.",6.46,$238.98M,1997.0,Technology,Professional Services,https://www.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",21.88,$5.84B,2009.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stwd
STT,State Street Corporation,87.05,$33B,,Finance,Major Banks,https://www.nasdaq.com/symbol/stt
SPLP,Steel Partners Holdings LP,17.0,$444.98M,,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/splp
SCS,Steelcase Inc.,18.8,$2.19B,1998.0,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/scs
SCA,Stellus Capital Investment Corporation,25.26,,,,,https://www.nasdaq.com/symbol/sca
SCM,Stellus Capital Investment Corporation,13.89,$221.6M,2012.0,,,https://www.nasdaq.com/symbol/scm
SCL,Stepan Company,88.72,$2B,,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/scl
STE,STERIS plc,114.11,$9.65B,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ste
STL,Sterling Bancorp,22.75,$5.13B,,Finance,Major Banks,https://www.nasdaq.com/symbol/stl
STC,Stewart Information Services Corporation,45.19,$1.07B,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,54.05,$3.85B,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf
SFB,Stifel Financial Corporation,24.23,,2017.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sfb
STM,STMicroelectronics N.V.,19.04,$17.16B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/stm
EDF,Stone Harbor Emerging Markets Income Fund,13.03,$209.25M,2010.0,,,https://www.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,12.34,$119.15M,2012.0,,,https://www.nasdaq.com/symbol/edi
STON,StoneMor Partners L.P.,4.82,$182.96M,2004.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",29.62,$843.66M,1997.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,27.92,$5.74B,2014.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stor
GJH,STRATS Trust,9.9,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjh
GJO,STRATS Trust,23.25,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjo
GJS,STRATS Trust,21.77,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjs
SYK,Stryker Corporation,176.08,$65.85B,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/syk
RGR,"Sturm, Ruger & Company, Inc.",66.3,$1.16B,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",23.5,$1.44B,1996.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sph
SMFG,Sumitomo Mitsui Financial Group Inc,8.18,$57.07B,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",13.27,$1.39B,2011.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/inn
SUM,"Summit Materials, Inc.",18.77,$2.1B,2015.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",15.05,$1.1B,2012.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",101.27,$8.74B,1993.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sui
SLF,Sun Life Financial Inc.,40.22,$24.41B,,Finance,Life Insurance,https://www.nasdaq.com/symbol/slf
SXCP,"SunCoke Energy Partners, L.P.",15.65,$723.45M,2013.0,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxcp
SXC,"SunCoke Energy, Inc.",11.64,$753.44M,2011.0,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,39.54,$64.36B,,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/su
SUN,Sunoco LP,28.29,$2.8B,2012.0,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",16.29,$3.72B,2004.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/sho
STI,"SunTrust Banks, Inc.",70.09,$32.29B,,Finance,Major Banks,https://www.nasdaq.com/symbol/sti
SPN,"Superior Energy Services, Inc.",9.83,$1.52B,,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/spn
SUP,"Superior Industries International, Inc.",17.8,$445.34M,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sup
SVU,SuperValu Inc.,32.3,$1.25B,,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/svu
SLD,Sutherland Asset Management Corporation,16.85,$540.08M,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sld
SLDA,Sutherland Asset Management Corporation,26.28,,2017.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slda
SWZ,"Swiss Helvetia Fund, Inc. (The)",8.6,$217.7M,,,,https://www.nasdaq.com/symbol/swz
SWCH,"Switch, Inc.",10.85,$2.74B,2017.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/swch
SYF,Synchrony Financial,33.04,$24.47B,2014.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/syf
SNX,Synnex Corporation,92.05,$3.65B,2003.0,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/snx
SNV,Synovus Financial Corp.,47.27,$5.55B,,Finance,Major Banks,https://www.nasdaq.com/symbol/snv
GJP,"Synthetic Fixed-Income Securities, Inc.",22.76,,,,,https://www.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",23.135,,,,,https://www.nasdaq.com/symbol/gjr
GJT,"Synthetic Fixed-Income Securities, Inc.",21.25,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjt
GJV,"Synthetic Fixed-Income Securities, Inc.",25.901,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjv
SYY,Sysco Corporation,72.95,$37.92B,,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/syy
SYX,Systemax Inc.,34.11,$1.27B,,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/syx
DATA,"Tableau Software, Inc.",110.96,$9.2B,2013.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/data
TAHO,"Tahoe Resources, Inc.",2.88,$902.33M,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/taho
TLRD,"Tailored Brands, Inc.",25.23,$1.26B,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlrd
TWN,"Taiwan Fund, Inc. (The)",19.28,$156.94M,1986.0,,,https://www.nasdaq.com/symbol/twn
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,44.89,$232.8B,1997.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsm
TAL,TAL Education Group,26.35,$14.94B,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tal
SKT,"Tanger Factory Outlet Centers, Inc.",22.39,$2.1B,1993.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/skt
TPR,"Tapestry, Inc.",49.33,$14.21B,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tpr
TRGP,"Targa Resources, Inc.",55.69,$12.56B,2010.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trgp
TGT,Target Corporation,87.24,$45.92B,,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,98.63,$3.89B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/taro
TTM,Tata Motors Ltd,16.54,$11.23B,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/ttm
TCO,"Taubman Centers, Inc.",58.75,$3.58B,1992.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tco
TMHC,Taylor Morrison Home Corporation,19.15,$2.15B,2013.0,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tmhc
TCP,"TC PipeLines, LP",31.28,$2.29B,,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tcp
TCF,TCF Financial Corporation,24.87,$4.17B,,Finance,Major Banks,https://www.nasdaq.com/symbol/tcf
TSI,"TCW Strategic Income Fund, Inc.",5.5999,$267.04M,,,,https://www.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,90.58,$31.56B,,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tel
